text,Rating,tokens
"nice hotel great location stay friendly helpful staff hotel edge, walked door staff desk expecting welcomed names feel right home late delayed flight not largest stayed deluxe room guess reasonable size manhatten.lounge area really nice complementary breakfast evening cheese/wine served, fantastic location just yards times square, definately stay,  ",5,52
"casablanca thee hotel just stayed casablanca hotel monday 9/28 absolutely wonderful, stayed hotels manhattan casablanca tops, service representation superb, cozy hotel lounge great feature good coffee wine later day, recommend hotel stayed, money just great staff smiling willing help need,  ",5,46
"economically speaking 3rd stay nyc casablanca, booked casablanca low water pressure re-routed sister hotel library hotel nice btw, casablanca convenient times square, rooms smaller ornate stayed clean, 24-hr lounge area probably best feature, mix-up reservation caused card charged twice remedied pretty quickly friendly desk staff, economically speaking casablanca good deal n't mind working booking snafus,  ",4,62
"return nights end march, central location shows seeing sights big plus better hospitality received courteous helpful staff, appreciated lounge chance relax guests share experiences glass wine,  ",5,29
"wonderful stay yes rooms small new york need room sleeping, staff extremely friendly helpful enjoyed relaxation rick cafe 2nd floor coffee nibbles come shopping walking sightseeing, casablanca bang smack middle times square 5th avenue restaurants pubs brilliant, recommending friends,  ",5,43
"peaceful oasis newly renovated nov 1 2007 hotel calm adn restful japanese decor, new lounge wonderful great sake food selections, safe place living japan town great experience, taxi available easily public transpotation did not use, staff friendly helpful,  ",5,43
"totally misleading, worst hotel, looked line looked ok got really surprised, looked nothing like on-line photo looking really run, room crappy bathroom looked like total dump, did n't feel safe hotel nor did feel safe walking outside hotel gangster-land, no wonder cheap, not stay seriously,  ",1,53
"decent inn great location previous reviewers noted little bb type inn locatedjust short walk fisherman wharf girardelli sq hyde cable car line, booked queen cozy inner window aquiet albeit small room hangs room city like san francisco, facility clean does need little updating, continental breakfast hard-boiled eggsand packaged muffins so-so, note staff serge night desk clerk helpful friendly helped make california vacation total success,  ",3,69
"nice generally nice staff helpful friendly parking noise problem, 56/day coupon book hotel good deal,  ",3,17
"awful, dirty dirty dirty, pics online deceiving, rooms small door hit bed open door, shower bugs hair, felt dirtier shower did hand, ick, running joke awful place, parking situation atrocious, parked 10 blocks away cost 20/night, splurge place wharf,  ",1,50
"nice trip san francisco friend recommended inn, rooms small charming clean, nice breakfast rates n't beat easy walk wharf, spent night nob hill wish instead, better location staff helpful friendly,  ",4,35
"charming stayed october really enjoyed, room extremely small clean charming, maybe room view make difference staying view brick wall, location great, beats staying someplace like hyatt,  ",3,31
"great location n't stay, harbor view room view great room incredibly noisy incredibly small, sink room nothing terribly impressive room bed comfy, carpet stained bathroom nothing special, not surprisingly rooms look better web-site, staff helpful continental breakfast nice touch, like location harbor court hotel door,  ",3,52
"cozy caring treat enter cozy small inn treated exceptional customer service homemade cookies, chilly city day quaint immaculate surroundings fireplaces delicious food invited relax, location close union square public transportation sites, staff friendly helpful committed making feel welcome comfortable eager return,  ",5,45
"hidden gem perks, petie auberge perfect san francisco stay, little european style bb complimented european feel city perfectly, breakfast delicious wine reception great break long day walking hills, staff friendly helpful, best perk stay afternoon spent complimentary golden gate greeter, tour guide adrienne wonderful, scoured city experiencing neighborhoods seeing sites,  ",5,58
"hidden gem san francisco driver airport inn heard place worried, great little place niched heart san francisco, got bed breakfast feel personalized service nice complimentary breakfast size smaller hotel, desk incredibly amenable willing help way including directions restaurant locations, major negative wireless internet really spotty, business traveler n't places work business documents heavily reliant laptop, overall good stay great price city,  ",4,68
"pleasant surprise greeting arrival helpful smiling assistance totally enjoyed night stay, wine cheese hour great way unwind meet new people lively conversations, breakfast morning delicious, visit heartbeat,  ",5,31
